1ch,2ch,3ch,4ch,5ch,6ch,7ch,8ch,class
4.91,5.48,7.93,14.91,5.29,1.5,1.5,1.32,ko
4.51,5.45,7.87,15.28,5.29,1.5,1.34,1.32,ko
4.31,5.44,7.87,14.06,4.98,1.45,1.34,1.32,ko
4.37,3.92,6.61,11.82,5,1.14,1.34,1.16,ko
4.22,3.68,6.96,11.82,4.88,1.14,1.32,1.14,ko
4.43,4.28,6.89,11.72,5.08,1.75,1.32,1.12,ko
4.43,4.21,6.35,12.52,5,1.75,1.3,1.14,ko
4.39,3.82,6.36,12.55,5,1.79,1.45,1.22,ko
4.38,3.85,6.38,12.53,6.28,1.79,1.47,1.22,ko
4.3,3.66,6.31,12.67,6.26,1.83,1.4,1.16,ko
4.43,3.77,6.56,11.84,6.25,1.88,1.4,1.16,ko
3.29,3.75,6.62,12.5,6.24,1.92,1.22,1.16,ko
3.41,4.39,6.62,12.38,6.04,1.97,1.28,1.14,ko
3.39,4.92,6.8,12.01,6.27,2.26,1.5,1.32,ko
3.43,4.8,6.61,11.06,6.22,2.26,1.48,1.34,ko
3.36,4.75,7.2,10.63,6.52,2.16,1.53,1.16,ko
3.32,4.79,7.18,11.13,7.27,2.33,1.55,1.14,ko
3.35,4.79,6.96,11.26,8.28,2.33,1.55,1.14,ko
3.29,4.75,7.08,11.26,8.58,2.42,1.55,1.14,ko
3.35,4.81,7.12,11.07,8.67,2.46,1.53,1.12,ko
3.32,4.85,6.41,11.02,8.45,2.61,1.48,1.14,ko
3.3,4.91,6.35,10.51,8.55,2.61,1.48,1.12,ko
3.32,5.15,7.4,10.83,8.65,2.64,1.53,1.14,ko
3.05,5.6,7.55,11.27,10.28,2.67,1.48,1.12,ko
3.12,5.64,7.19,11.34,10.23,2.67,1.5,1.2,ko
2.85,5.41,7.3,11.25,10.12,2.36,1.52,1.2,ko
2.93,7.15,7.86,10.24,10.14,2.36,1.52,1.2,ko
